section,category,description,date,metric,value
Hospital Data,Patient Level,Hospital Admissions by Sex (weekly),2020-06-14,Male,0.4835
Hospital Data,Patient Level,Hospital Admissions by Sex (weekly),2020-06-21,Female,0.4412
Hospital Data,Patient Level,Hospital Admissions by Sex (weekly),2020-06-21,Male,0.5588
Hospital Data,Patient Level,Hospital Admissions by Sex (weekly),2020-06-28,Female,0.561
Hospital Data,Patient Level,Hospital Admissions by Sex (weekly),2020-06-28,Male,0.439
Hospital Data,Patient Level,Hospital Admissions by Sex (weekly),2020-07-05,Female,0.4335
Hospital Data,Patient Level,Hospital Admissions by Sex (weekly),2020-07-05,Male,0.5665
Hospital Data,Patient Level,Hospital Admissions by Sex (weekly),2020-07-12,Female,0.5161
Hospital Data,Patient Level,Hospital Admissions by Sex (weekly),2020-07-12,Male,0.4839
Hospital Data,Patient Level,Hospital Admissions by Sex (weekly),2020-07-19,Female,0.5055
Hospital Data,Patient Level,Hospital Admissions by Sex (weekly),2020-07-19,Male,0.4945
Hospital Data,Patient Level,Hospital Admissions by Sex (weekly),2020-07-26,Female,0.4774
Hospital Data,Patient Level,Hospital Admissions by Sex (weekly),2020-07-26,Male,0.5226
Hospital Data,Patient Level,Hospital Admissions by Sex (weekly),2020-08-02,Female,0.4186
Hospital Data,Patient Level,Hospital Admissions by Sex (weekly),2020-08-02,Male,0.5814
Hospital Data,Patient Level,Hospital Admissions by Sex (weekly),2020-08-09,Female,0.4087
Hospital Data,Patient Level,Hospital Admissions by Sex (weekly),2020-08-09,Male,0.5913
Hospital Data,Patient Level,Hospital Admissions by Sex (weekly),2020-08-16,Female,0.5243
Hospital Data,Patient Level,Hospital Admissions by Sex (weekly),2020-08-16,Male,0.4757
Hospital Data,Patient Level,Hospital Admissions by Sex (weekly),2020-08-23,Female,0.4608
Hospital Data,Patient Level,Hospital Admissions by Sex (weekly),2020-08-23,Male,0.5392
Hospital Data,Patient Level,Hospital Admissions by Sex (weekly),2020-08-30,Female,0.5463
Hospital Data,Patient Level,Hospital Admissions by Sex (weekly),2020-08-30,Male,0.4537
Hospital Data,Patient Level,Hospital Admissions by Sex (weekly),2020-09-06,Female,0.5676
Hospital Data,Patient Level,Hospital Admissions by Sex (weekly),2020-09-06,Male,0.4324
Hospital Data,Patient Level,Hospital Admissions by Sex (weekly),2020-09-13,Female,0.5635
Hospital Data,Patient Level,Hospital Admissions by Sex (weekly),2020-09-13,Male,0.4365
Hospital Data,Patient Level,Hospital Admissions by Sex (weekly),2020-09-20,Female,0.5223
Hospital Data,Patient Level,Hospital Admissions by Sex (weekly),2020-09-20,Male,0.4777
Hospital Data,Patient Level,Hospital Admissions by Sex (weekly),2020-09-27,Female,0.5106
Hospital Data,Patient Level,Hospital Admissions by Sex (weekly),2020-09-27,Male,0.4894
Hospital Data,Patient Level,Hospital Admissions by Sex (weekly),2020-10-04,Female,0.4693
Hospital Data,Patient Level,Hospital Admissions by Sex (weekly),2020-10-04,Male,0.5307
Hospital Data,Patient Level,Hospital Admissions by Sex (weekly),2020-10-11,Female,0.3529
Hospital Data,Patient Level,Hospital Admissions by Sex (weekly),2020-10-11,Male,0.6471
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity,NA,American Indian or Alaskan Native,0.009
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity,NA,Asian,0.0312
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity,NA,Black,0.0895
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity,NA,"Hispanic, All Races",0.3777
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity,NA,More than one Race,0.0031
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity,NA,Other,0.0396
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity,NA,Pacific Islander or Native Hawaiian,0.0042
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity,NA,Unknown,0.0292
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity,NA,White,0.4168
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-03-01,Black,0.25
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-03-01,White,0.75
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-03-08,Black,0.0392
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-03-08,"Hispanic, All Races",0.1176
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-03-08,Other,0.0588
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-03-08,Unknown,0.0196
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-03-08,White,0.7647
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-03-15,Black,0.1093
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-03-15,"Hispanic, All Races",0.2389
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-03-15,Other,0.081
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-03-15,Unknown,0.0243
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-03-15,White,0.5466
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-03-22,Black,0.152
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-03-22,"Hispanic, All Races",0.2571
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-03-22,Other,0.1034
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-03-22,Unknown,0.0235
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-03-22,White,0.4639
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-03-29,Black,0.1419
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-03-29,"Hispanic, All Races",0.2974
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-03-29,Other,0.0846
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-03-29,Unknown,0.0205
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-03-29,White,0.4557
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-04-05,Black,0.0842
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-04-05,"Hispanic, All Races",0.3861
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-04-05,Other,0.1007
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-04-05,Unknown,0.0215
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-04-05,White,0.4076
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-04-12,Black,0.0815
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-04-12,"Hispanic, All Races",0.4075
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-04-12,Other,0.09
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-04-12,Unknown,0.0204
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-04-12,White,0.4007
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-04-19,Black,0.1126
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-04-19,"Hispanic, All Races",0.3645
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-04-19,Other,0.0916
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-04-19,Unknown,0.0324
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-04-19,White,0.3989
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-04-26,Black,0.1084
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-04-26,"Hispanic, All Races",0.3883
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-04-26,Other,0.0835
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-04-26,Unknown,0.0293
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-04-26,White,0.3905
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-05-03,Black,0.0898
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-05-03,"Hispanic, All Races",0.4149
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-05-03,Other,0.065
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-05-03,Unknown,0.0217
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-05-03,White,0.4087
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-05-10,Black,0.0872
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-05-10,"Hispanic, All Races",0.4497
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-05-10,Other,0.0738
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-05-10,Unknown,0.0369
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-05-10,White,0.3523
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-05-17,Black,0.0595
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-05-17,"Hispanic, All Races",0.5079
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-05-17,Other,0.0992
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-05-17,Unknown,0.0357
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-05-17,White,0.2976
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-05-24,Black,0.0405
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-05-24,"Hispanic, All Races",0.4046
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-05-24,Other,0.104
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-05-24,Unknown,0.0636
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-05-24,White,0.3873
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-05-31,Black,0.0769
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-05-31,"Hispanic, All Races",0.4712
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-05-31,Other,0.0673
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-05-31,Unknown,0.0385
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-05-31,White,0.3462
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-06-07,Black,0.0909
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-06-07,"Hispanic, All Races",0.4432
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-06-07,Other,0.0909
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-06-07,Unknown,0.0341
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-06-07,White,0.3409
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-06-14,Black,0.0549
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-06-14,"Hispanic, All Races",0.4176
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-06-14,Other,0.022
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-06-14,Unknown,0.011
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-06-14,White,0.4945
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-06-21,Black,0.0588
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-06-21,"Hispanic, All Races",0.451
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-06-21,Other,0.0882
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-06-21,Unknown,0.0392
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-06-21,White,0.3627
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-06-28,Black,0.0976
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-06-28,"Hispanic, All Races",0.439
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-06-28,Other,0.1138
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-06-28,Unknown,0.0407
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-06-28,White,0.3089
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-07-05,Black,0.052
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-07-05,"Hispanic, All Races",0.4162
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-07-05,Other,0.0925
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-07-05,Unknown,0.0347
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-07-05,White,0.4046
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-07-12,Black,0.0876
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-07-12,"Hispanic, All Races",0.4101
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-07-12,Other,0.0691
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-07-12,Unknown,0.023
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-07-12,White,0.4101
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-07-19,Black,0.0659
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-07-19,"Hispanic, All Races",0.4286
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-07-19,Other,0.0714
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-07-19,Unknown,0.044
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-07-19,White,0.3901
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-07-26,Black,0.0387
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-07-26,"Hispanic, All Races",0.3871
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-07-26,Other,0.129
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-07-26,Unknown,0.0129
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-07-26,White,0.4323
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-08-02,Black,0.062
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-08-02,"Hispanic, All Races",0.4574
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-08-02,Other,0.0775
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-08-02,Unknown,0.0078
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-08-02,White,0.3953
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-08-09,Black,0.0696
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-08-09,"Hispanic, All Races",0.4609
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-08-09,Other,0.0348
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-08-09,Unknown,0.0696
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-08-09,White,0.3652
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-08-16,Black,0.0777
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-08-16,"Hispanic, All Races",0.3883
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-08-16,Other,0.1068
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-08-16,Unknown,0.0291
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-08-16,White,0.3981
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-08-23,Black,0.0686
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-08-23,"Hispanic, All Races",0.3235
Hospital Data,Patient Level,Hospital Admissions by Race/Ethnicity (weekly),2020-08-23,Other,0.0882
